prompt,response
"['2 cups self-rising flour ', '1 cup milk ', '6 tablespoons mayonnaise ', '']","Preheat oven to 400 degrees F (200 degrees ).
In a large bowl, stir together flour, milk, and mayonnaise until just blended. Drop by spoonfuls onto lightly greased baking sheets.
Bake for 12 minutes in the preheated oven, or until golden brown.
"
"['3 pounds cubed beef stew meat ', '1/4 cup all-purpose flour ', '1/2 teaspoon salt ', '3 tablespoons olive oil ', '3 tablespoons Worcestershire sauce ', '1 pound carrots, peeled and cut into 2-inch pieces ', '4 large potatoes, cubed ', '1 tablespoon dried parsley ', '1 1/2 teaspoons ground black pepper ', '2 cups boiling water ', '2 (1 ounce) envelopes onion soup mix ', '3 tablespoons butter ', '3 large onions, quartered ', '2 tablespoons minced garlic ', '1/2 cup burgundy wine ', '2 (6 ounce) packages fresh button mushrooms, halved ', '1/4 cup warm water ', '3 tablespoons cornstarch ', '']","Toss the beef, flour, and salt in a sealable bag until the beef is coated.
Heat the oil in a large skillet over medium-high heat. Combine the beef and Worcestershire sauce in the skillet; cook until the beef is evenly browned on all sides; transfer to a slow cooker, but do not clean the skillet. Add the carrots, potatoes, parsley, and pepper to the slow cooker.
Combine the boiling water and soup mix in a small bowl; add to slow cooker.
Melt the butter in the skillet over medium-high heat. Cook the onion and garlic in the melted butter until soft; transfer the onion and garlic to the slow cooker and return the skillet to the heat. Combine the wine and mushrooms to the skillet; cook until the mushrooms begin to absorb the wine; pour the mixture into the slow cooker.
Place the cover on the slow cooker and set to High; cook for one hour. Reduce heat to Low and cook until the beef is fork-tender, 6 to 8 hours. Whisk together the warm water and cornstarch; stir into the stew; cook uncovered until stew thickens, about 15 minutes.
"
"['3 tablespoons brown sugar ', '1 1/2 tablespoons paprika ', '1 1/2 tablespoons salt ', '1 1/2 tablespoons ground black pepper ', '1 teaspoon garlic powder ', '']","Mix together the brown sugar, paprika, salt, black pepper, and garlic powder. Rub into pork ribs. For best results, allow ribs to marinate overnight. Grill ribs as desired.
"
"['1 (16 ounce) package angel hair pasta ', '1/4 cup olive oil ', '4 cloves garlic, crushed ', '3 ounces sun-dried tomatoes, softened and chopped ', '1 (8 ounce) package tomato basil feta cheese, crumbled ', '1 cup grated Parmesan cheese ', '1 bunch fresh cilantro, chopped ', 'salt and pepper to taste ', '']","Bring a large pot of lightly salted water to a boil. Cook pasta in boiling water until done; drain. Return pasta to the pot.
Mix in olive oil, garlic, tomatoes, feta, and Parmesan cheese. Stir in cilantro and season with salt and pepper. Serve warm.
"
"['1/3 cup balsamic vinegar ', '1/2 cup chicken broth ', '2 tablespoons white sugar ', '1 clove garlic, minced ', '1 teaspoon dried Italian herb seasoning ', '4 skinless, boneless chicken breast halves ', '1 tablespoon olive oil ', '']","Whisk together the balsamic vinegar, chicken broth, sugar, garlic, and Italian seasoning in a bowl, place the chicken breasts in the marinade, and marinate for 10 minutes on each side.
Heat the olive oil in a large skillet over medium-high heat. Remove the chicken from the marinade and reserve the marinade. Place the chicken in the heated pan and cook until they start to brown and are no longer pink inside, about 7 minutes per side. Pour the marinade into the skillet, and cook until it thickens slightly, turning the chicken breasts over once or twice, about 5 minutes.
"
"['1/2 cup butter, softened ', '1/2 cup creamy peanut butter ', '1/2 cup white sugar ', '1/2 cup packed brown sugar ', '1 egg ', '1/2 teaspoon vanilla extract ', '1 1/4 cups all-purpose flour ', '3/4 teaspoon baking soda ', '1/2 teaspoon salt ', '1 cup milk chocolate chips ', '1 cup semi-sweet chocolate chips ', '1 (14 ounce) can sweetened condensed milk ', '1 teaspoon vanilla extract ', '3/4 cup pecan halves ', '']","Preheat oven to 325 degrees F (165 degrees ).
Sift together flour, baking soda and salt.
Cream butter, peanut butter and white and brown sugars. Mix in egg and 1/2 teaspoon vanilla. Stir the flour mixture into creamed mixture. Shape the dough into 48 balls, 1 inch each. Place each ball in one compartment of a mini muffin tin.
For filling, put chocolate chips in a double boiler over simmering water. Stir in milk and vanilla, mix well.
Bake for 14 to 16 minutes or until lightly browned. Remove from oven and immediately make wells in the center of each using a melon baller. Cool in pan for 5 minutes. Then carefully remove to wire racks. Using a measuring cup fill each shell with the chocolate mixture. Top with a pecan half.
"
"['1 1/2 pounds Yukon Gold potatoes, peeled and diced ', '1 medium onion, diced ', '1 medium carrot, diced ', '1 rib celery, diced ', '8 ounces smoked ham, diced ', '3 cloves garlic, sliced ', '3 tablespoons butter ', '1/4 cup flour ', '4 cups chicken broth ', '2 cups water ', '1/2 cup heavy cream ', 'salt and pepper to taste ', 'cayenne pepper (optional) ', 'chopped fresh chives for garnish (optional) ', '']","Melt butter in a stockpot over medium heat until golden brown. Stir in carrot, celery, onion, ham, and garlic; cook and stir for 5-6 minutes, until the vegetables soften and the onions are translucent.
Stir in flour; cook for about 3 minutes. Stir in chicken broth, 1 cup at a time. Add water and stir to combine. Turn the heat to high and bring to a simmer. Simmer on medium-low for 15 minutes, stirring occasionally.
Taste the soup for salt and add more if necessary. Stir in potatoes; cook for 15 minutes, until potatoes are tender. Skim fat if desired.
With a potato masher, mash the soup a few times, leaving plenty of whole chunks of potato. Season with salt and pepper to taste, add cayenne if desired, and add cream. Stir to combine and heat through. Garnish with fresh chives.
"
"['1 pound ground beef ', '1 small onion, diced ', '1 clove garlic, minced ', '1 (1 ounce) packet taco seasoning mix ', '1 (16 ounce) bag frozen Mexican-style corn ', '1 (12 ounce) can black beans, rinsed and drained ', '1 (12 ounce) bag shredded Mexican cheese blend ', '1 (16 ounce) package frozen tater tots ', '1 (12 fluid ounce) can enchilada sauce ', '']","Preheat an oven to 375 degrees F (190 degrees ). Prepare a 9x13-inch baking dish with cooking spray.
Cook the ground beef in a skillet over medium heat until completely browned, 5 to 7 minutes. Add the onion, garlic, taco seasoning mix, frozen Mexican-style corn, and black beans to the ground beef; cook and stir another 10 minutes. Set aside to cool slightly.
Combine the ground beef mixture in a large bowl with about 3/4 of the Mexican cheese blend and the tater tots; stir to combine.
Pour about 1/3 of the enchilada sauce into the bottom of the prepared baking dish. Add the tater tot mixture to the baking dish; lightly pat the mixture down into a solid, even layer. Pour the remaining enchilada sauce over the tater tot layer.
Bake in the preheated oven for 40 minutes. Sprinkle the remaining Mexican cheese over the casserole and return to oven until the cheese is melted and bubbly, about 5 minutes more.
"
"['1 tablespoon cornstarch ', '1 1/2 cloves garlic, crushed ', '2 teaspoons chopped fresh ginger root, divided ', '1/4 cup vegetable oil, divided ', '1 small head broccoli, cut into florets ', '1/2 cup snow peas ', '3/4 cup julienned carrots ', '1/2 cup halved green beans ', '2 tablespoons soy sauce ', '2 1/2 tablespoons water ', '1/4 cup chopped onion ', '1/2 tablespoon salt ', '']","In a large bowl, blend cornstarch, garlic, 1 teaspoon ginger, and 2 tablespoons vegetable oil until cornstarch is dissolved. Mix in broccoli, snow peas, carrots, and green beans, tossing to lightly coat.
Heat remaining 2 tablespoons oil in a large skillet or wok over medium heat. Cook vegetables in oil for 2 minutes, stirring constantly to prevent burning. Stir in soy sauce and water. Mix in onion, salt, and remaining 1 teaspoon ginger. Cook until vegetables are tender but still crisp.
"
"['1/4 cup butter ', '1/4 cup soy sauce ', '1 bunch green onions ', '2 cloves garlic, minced ', '6 pork butt steaks ', '']","Melt butter in a skillet, and mix in the soy sauce. Saute the green onions and garlic until lightly browned.
Place the pork steaks in the skillet, cover, and cook 8 to 10 minutes on each side, Remove cover, and continue cooking 10 minutes, or to an internal temperature of 145 degrees F (63 degrees ).
"
"['2 cups crushed pretzels ', '3/4 cup butter, melted ', '3 tablespoons white sugar ', '1 (8 ounce) package cream cheese, softened ', '1 cup white sugar ', '1 (8 ounce) container frozen whipped topping, thawed ', '2 (3 ounce) packages strawberry flavored Jell-O® ', '2 cups boiling water ', '2 (10 ounce) packages frozen strawberries ', '']","Preheat oven to 400 degrees F (200 degrees ).
Stir together crushed pretzels, melted butter and 3 tablespoons sugar; mix well and press mixture into the bottom of a 9x13 inch baking dish.
Bake 8 to 10 minutes, until set. Set aside to cool.
In a large mixing bowl cream together cream cheese and 1 cup sugar. Fold in whipped topping. Spread mixture onto cooled crust.
Dissolve gelatin in boiling water. Stir in still frozen strawberries and allow to set briefly. When mixture is about the consistency of egg whites, pour and spread over cream cheese layer. Refrigerate until set.
"
"['1 pound fresh asparagus, trimmed and cut into 1 inch pieces ', '1/2 cup chopped onion ', '1 (14.5 ounce) can chicken broth ', '2 tablespoons butter ', '2 tablespoons all-purpose flour ', '1 teaspoon salt ', '1 pinch ground black pepper ', '1 cup milk ', '1/2 cup sour cream ', '1 teaspoon fresh lemon juice ', '']","In a large saucepan, combine asparagus, chopped onion, and 1/2 cup chicken broth. Cover, and bring to a boil over high heat. Reduce heat, and simmer uncovered until asparagus is tender, about 12 minutes. Process the mixture in a blender to puree the vegetables. Set aside.
In the same saucepan, melt the butter over medium-low heat. Stir in the flour, salt, and pepper. Cook, stirring constantly for 2 minutes. Whisk in the remaining chicken broth, and increase the heat to medium. Cook, stirring constantly until the mixture boils. Stir in the asparagus puree and the milk.
Put the sour cream in a small bowl, and stir in a ladleful of the hot soup. Add the sour cream mixture and the lemon juice to the soup. Stir while heating the soup to serving temperature, but don't allow it to boil. Serve immediately.
"
"['6 skinless, boneless chicken breast halves ', '2 (11 ounce) cans condensed cream of Cheddar cheese soup ', '1/2 cup milk ', 'salt and pepper to taste ', '1 teaspoon garlic powder ', '']","Spray slow cooker with cooking spray. Place chicken breasts inside. In a medium bowl mix together soup and milk, and pour mixture over chicken. Season with salt and pepper to taste and garlic powder.
Cook on High for about 6 hours. Note: Do not lift lid while cooking!
"
"['3/4 cup chicken broth ', '1 1/2 tablespoons tomato paste ', '1/4 teaspoon ground black pepper ', '1/2 teaspoon dried oregano ', '1/8 teaspoon salt ', '1 clove garlic, minced ', '4 boneless, skinless chicken breast halves ', '3 tablespoons dry bread crumbs ', '2 teaspoons olive oil ', '2 cups fresh sliced mushrooms ', '']","In a medium bowl, combine the broth, tomato paste, ground black pepper, oregano, salt and garlic. Mix well and set aside.
Dredge the chicken in the bread crumbs, coating well. Heat the oil in a large skillet over medium high heat. Saute the chicken in the oil for 2 minutes per side, or until lightly browned.
Add the reserved broth mixture and the mushrooms to the skillet and bring to a boil. Then cover, reduce heat to low and simmer for 20 minutes. Remove chicken and set aside, covering to keep it warm.
Bring broth mixture to a boil and cook for 4 minutes, or until reduced to desired thickness. Spoon sauce over the chicken and serve.
"
"['3 1/2 cups all-purpose flour ', '2 teaspoons baking soda ', '1 teaspoon baking powder ', '3 teaspoons pumpkin pie spice ', '1 teaspoon salt ', '3 cups white sugar ', '1 cup vegetable oil ', '4 eggs ', '1 (15 ounce) can pumpkin puree ', '1/2 cup water ', '']","Preheat oven to 350 degrees F (175 degrees ). Grease two 9x5 inch loaf pans. Sift together the flour, baking soda, baking powder, salt, and pumpkin pie spice. Set aside.
In a large bowl, beat together sugar, oil, eggs, and pumpkin. Stir in flour mixture alternately with water. Divide batter evenly between the prepared pans.
Bake in the preheated oven for 60 to 70 minutes, or until a toothpick inserted into the center comes out clean. For best flavor, store wrapped in plastic wrap at room temperature for a full day before serving.
"
"['1 cup white sugar ', '3 eggs ', '1 cup fresh lemon juice ', '3 lemons, zested ', '1/2 cup unsalted butter, melted ', '']","In a microwave-safe bowl, whisk together the sugar and eggs until smooth. Stir in lemon juice, lemon zest and butter. Cook in the microwave for one minute intervals, stirring after each minute until the mixture is thick enough to coat the back of a metal spoon. Remove from the microwave, and pour into small sterile jars. Store for up to three weeks in the refrigerator.
"
"['10 ounces egg noodles ', '1 1/2 pounds ground beef ', '1 (14.5 ounce) can peeled and diced tomatoes with juice ', '1 teaspoon salt ', '1 tablespoon white sugar ', '1 1/2 cups sour cream ', '3 ounces cream cheese ', '1/2 onion, chopped ', '1 cup shredded Cheddar cheese ', '']","Preheat oven to 350 degrees F (175 degrees ).
Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain.
In a large skillet over medium heat, brown the ground beef. Add the tomatoes with juice, salt and sugar and simmer for 15 minutes.
In a separate medium bowl, combine the sour cream, cream cheese and onion and mix well. In a 9x13 inch baking dish, place half of the egg noodles, then all of the meat mixture, then the cream mixture. Top with the remaining noodles and sprinkle with the cheese.
Bake at 350 degrees F (175 degrees ) for 25 minutes.
"
"['1 (5 ounce) package instant vanilla pudding mix ', '3 cups cold milk ', '1 (9 inch) angel food cake, cut in cubes ', '4 bananas, sliced ', '1 (16 ounce) package frozen strawberries, thawed ', '1 (12 ounce) container frozen whipped topping, thawed ', '']","Prepare pudding with milk according to package directions. In a trifle bowl or other glass serving dish, layer half the cake pieces, half the pudding, half the bananas, half the strawberries and half the whipped topping. Repeat layers. Cover and chill in refrigerator 4 hours before serving.
"
"['2 cups all-purpose flour ', '2 teaspoons baking soda ', '1 teaspoon baking powder ', '1 teaspoon salt ', '2 teaspoons ground cinnamon ', '1 3/4 cups white sugar ', '1 cup vegetable oil ', '3 eggs ', '1 teaspoon vanilla extract ', '2 cups shredded carrots ', '1 cup flaked coconut ', '1 cup chopped walnuts ', '1 (8 ounce) can crushed pineapple, drained ', '1 (8 ounce) package cream cheese ', '1/4 cup butter, softened ', ""2 cups confectioners' sugar "", '']","Preheat oven to 350 degrees F (175 degrees ). Grease and flour a 9x13 inch pan.
Mix flour, baking soda, baking powder, salt and cinnamon. Make a well in the center and add sugar, oil, eggs and vanilla. Mix with wooden spoon until smooth. Stir in carrots, coconut, walnuts and pineapple.
Pour into 9x13 inch pan. Bake at 350 degrees for about 45 minutes. Don't panic, the center will sink a little. Allow to cool.
To make the frosting: Cream the butter and cream cheese until smooth. Add the confectioners sugar and beat until creamy.
"
"['1 (12 ounce) package angel hair pasta ', '2 1/2 tablespoons butter, divided ', '1 1/2 tablespoons all-purpose flour ', '1 1/2 cups milk ', '1/2 cup heavy cream ', '1 1/2 tablespoons pesto ', '1 1/2 tablespoons chopped fresh parsley ', '3 cloves garlic, minced ', '2 tablespoons grated Parmesan cheese ', '2 teaspoons salt, divided ', '1/2 teaspoon ground white pepper ', '1 dash Worcestershire sauce ', '1 dash hot sauce ', '1/2 (16 ounce) package frozen broccoli florets, thawed ', '1 pound jumbo shrimp, peeled and deveined ', '3 cloves garlic, minced ', '']","Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain.
Melt 1.5 tablespoons butter in a medium saucepan over medium heat. Stir in flour and cook for 2 minutes. Slowly stir in milk and cream; simmer, stirring constantly, until thickened. Mix in pesto, parsley, 3 cloves minced garlic, Parmesan cheese, 1 teaspoon salt, white pepper, Worcestershire sauce and hot sauce. Reduce heat to low and allow to simmer.
Meanwhile, place broccoli in a steamer over 1 inch of boiling water, and cover. Cook until tender but still firm, about 2 to 6 minutes. Drain.
Melt 1 tablespoon butter in a large skillet. Saute shrimp, remaining 3 cloves minced garlic, and 1 teaspoon salt for 5 minutes, or until shrimp are pink.
In a large bowl, toss pasta, shrimp and broccoli; pour sauce over and serve.
"
"['Cream Cheese Icing: ', '2 ounces white chocolate ', '1 (8 ounce) package cream cheese, softened ', '1/2 cup unsalted butter, softened ', '1 teaspoon vanilla extract ', '1/2 teaspoon orange extract ', ""4 cups confectioners' sugar "", '2 tablespoons heavy cream ', 'Carrot Cake: ', '2 eggs, lightly beaten ', '1 1/8 cups white sugar ', '1/3 cup brown sugar ', '1/2 cup vegetable oil ', '1 teaspoon vanilla extract ', '2 cups shredded carrots ', '1/2 cup crushed pineapple ', '1 1/2 cups all-purpose flour ', '1 1/4 teaspoons baking soda ', '1/2 teaspoon salt ', '1 1/2 teaspoons ground cinnamon ', '1/2 teaspoon ground nutmeg ', '1/4 teaspoon ground ginger ', '1 cup chopped walnuts ', '']","Preheat oven to 350 degrees F (175 degrees ). Lightly grease 12 muffin cups.
In small saucepan, melt white chocolate over low heat. Stir until smooth, and allow to cool to room temperature.
In a bowl, beat together the cream cheese and butter until smooth. Mix in white chocolate, 1 teaspoon vanilla, and orange extract. Gradually beat in the confectioners' sugar until the mixture is fluffy. Mix in heavy cream.
Beat together the eggs, white sugar, and brown sugar in a bowl, and mix in the oil and vanilla. Fold in carrots and pineapple. In a separate bowl, mix the flour, baking soda, salt, cinnamon, nutmeg, and ginger. Mix flour mixture into the carrot mixture until evenly moist. Fold in 1/2 cup walnuts. Transfer to the prepared muffin cups.
Bake 25 minutes in the preheated oven, or until a toothpick inserted in the center of a muffin comes out clean. Cool completely on wire racks before topping with the icing and sprinkling with remaining walnuts.
"
"['1 (8 ounce) package manicotti shells ', '4 cups shredded mozzarella cheese, divided ', '2 cups ricotta cheese ', '1 cup grated Parmesan cheese, divided ', '1 tablespoon minced garlic ', '1 egg ', '2 tablespoons dried basil ', '2 (26 ounce) jars pasta sauce ', '']","Bring a large pot of lightly salted water to a boil. Add manicotti and cook for 8 to 10 minutes or until al dente; drain.
Preheat oven to 350 degrees F (175 degrees ). Lightly grease a 9x13 inch baking dish.
In a bowl, mix 3 cups mozzarella cheese, ricotta cheese, 1/2 cup Parmesan cheese, garlic, egg, and basil. Stuff cooked manicotti with the mixture.
Spread about 2 cups pasta sauce over the bottom of the prepared baking dish. Arrange stuffed manicotti in the dish, and cover with remaining sauce. Sprinkle with remaining mozzarella cheese.
Bake 15 minutes in the preheated oven. Sprinkle with remaining Parmesan, and continue baking 10 minutes, until mozzarella is melted and bubbly.
"
"['2 eggs ', '1/2 cup unsweetened applesauce ', '1/4 cup vegetable oil ', '3/4 cup packed brown sugar ', '1 teaspoon vanilla extract ', '3 bananas, mashed ', '2 cups whole wheat flour ', '1 teaspoon baking soda ', '1 tablespoon ground cinnamon ', '1 cup frozen sliced strawberries ', '']","Preheat the oven to 375 degrees F (190 degrees ). Grease 12 large muffin cups, or line with paper liners.
In a large bowl, whisk together the eggs, applesauce, oil, brown sugar, vanilla and bananas. Combine the flour, baking soda and cinnamon; Stir into the banana mixture until moistened. Stir in the strawberries until evenly distributed. Spoon batter into muffin cups until completely filled.
Bake for 20 minutes in the preheated oven, or until the tops of the muffins spring back when pressed lightly. Cool before removing from the muffin tins.
"
"['1/2 cup plain yogurt ', '3 tablespoons vegetable oil ', '1 tablespoon lemon juice ', '2 egg whites ', '1/2 teaspoon lemon extract (optional) ', '1 1/2 cups all-purpose flour ', '3/4 cup white sugar ', '2 teaspoons baking powder ', '1/4 teaspoon salt ', '1 teaspoon grated lemon zest ', '1 cup frozen raspberries ', '2 tablespoons white sugar for decoration (optional) ', '']","Preheat the oven to 400 degrees F (200 degrees ). Grease a 12 cup muffin tin, or line with paper liners.
In a large bowl, mix together the yogurt, oil, lemon juice, egg whites, and, if using, lemon extract. In a separate bowl, stir together the flour, 3/4 cup sugar, baking powder, salt, and lemon zest. Add the wet ingredients to the dry, and mix until just blended. Gently stir in the frozen raspberries. Spoon batter evenly into the prepared muffin cups. Sprinkle remaining sugar over the tops for decoration, if desired.
Bake for 15 to 17 minutes in the preheated oven, or until the top springs back when lightly touched. Cool muffins in the tin on a wire rack.
"
"['1 (16 ounce) jar salsa ', '1 (10 ounce) package frozen chopped spinach, thawed and drained ', '2 cups shredded Monterey Jack cheese ', '1 (8 ounce) package cream cheese, diced and softened ', '1 cup evaporated milk ', '1 (2.25 ounce) can chopped black olives, drained ', '1 tablespoon red wine vinegar ', 'salt and pepper to taste ', '']","Preheat oven to 400 degrees F (200 degrees ).
In a medium baking dish, mix together salsa, chopped spinach, Monterey Jack cheese, cream cheese, evaporated milk, black olives, red wine vinegar, salt and pepper.
Bake mixture in the preheated oven 12 to 15 minutes, or until bubbly.
"
"['4 skinless, boneless chicken breast halves ', '1/2 cup lemon juice ', '1/2 teaspoon onion powder ', 'ground black pepper to taste ', 'seasoning salt to taste ', '2 teaspoons dried parsley ', '']","Preheat an outdoor grill for medium-high heat, and lightly oil grate.
Dip chicken in lemon juice, and sprinkle with the onion powder, ground black pepper, seasoning salt and parsley. Discard any remaining lemon juice.
Cook on the prepared grill 10 to 15 minutes per side, or until no longer pink and juices run clear.
"
"['1 cup mayonnaise ', '5 tablespoons Italian dressing ', '4 hoagie rolls, split lengthwise ', '4 tablespoons prepared mustard ', '1/2 pound thinly sliced deli turkey meat ', '1/2 pound thinly sliced cooked ham ', '1/2 pound thinly sliced Swiss cheese ', '1 cup dill pickle slices ', '1/2 cup olive oil ', '']","In a small bowl, mix together mayonnaise and Italian dressing. Spread mixture on hoagie rolls. Spread each roll with mustard. On each roll, arrange layers of turkey, ham, and cheese. Top each with dill pickle slices. Close sandwiches, and brush tops and bottoms with olive oil.
Heat a non-stick skillet over medium high heat. Place sandwiches in skillet. Cook sandwiches for 2 minutes, pressing down with a plate covered with aluminum foil. Flip, and cook for 2 more minutes, or until cheese is melted. Remove from heat, place on plates, and cut in half diagonally.
"
"['1 pound pork sausage ', '6 (1 ounce) slices bread, cubed ', '2 cups shredded Cheddar cheese ', '6 eggs ', '2 cups milk ', '1 teaspoon salt ', '1 teaspoon ground dry mustard ', '']","Place sausage in a large, deep skillet. Cook over medium-high heat until evenly brown. Drain, and set aside.
Layer bread cubes, sausage, and Cheddar cheese in a lightly greased 7x11 inch baking dish. In a bowl, beat together the eggs, milk, salt, and mustard. Pour the egg mixture over the bread cube mixture. Cover, and refrigerate at least 8 hours or overnight.
Remove the casserole from the refrigerator 30 minutes before baking. Preheat oven to 350 degrees F (175 degrees ).
Bake 50 to 60 minutes in the preheated oven, or until a knife inserted in the center comes out clean. Let stand 10 minutes before serving.
"
"['1 cup butter, softened ', '1 cup packed brown sugar ', '1 cup white sugar ', '2 eggs ', '1 teaspoon vanilla extract ', '2 cups quick cooking oats ', '2 cups all-purpose flour ', '1 teaspoon baking soda ', '1 teaspoon baking powder ', '1 teaspoon salt ', '1 cup raisins ', '1 cup dried cranberries ', '']","Beat butter, sugars, eggs and vanilla for 5 minutes. In another bowl, combine oats, flour, baking soda, baking powder, and salt. Add to butter mixture 1 cup at a time.
Mix in raisins and craisins.
Drop by spoonfuls onto greased cookie sheets and bake for 12-14 minutes at 350 degrees F (175 degrees ). These freeze very well. Enjoy!!
"
"['1 tablespoon vegetable oil ', '1 (16 ounce) package smoked kielbasa sausage, diced ', '6 medium red potatoes, diced ', '1 red bell pepper, sliced ', '1 yellow bell pepper, sliced ', '']","Heat the oil in a saucepan over medium heat. Place kielbasa and potatoes in the saucepan. Cover, and cook 25 minutes, stirring occasionally, until potatoes are tender.
Mix red bell pepper and yellow bell pepper into the saucepan, and continue cooking 5 minutes, until peppers are just tender.
"
"['2 cups Italian-style salad dressing ', '1/4 cup soy sauce ', '1/2 teaspoon pepper ', '4 boneless pork chops ', '']","In a bowl, mix the Italian-style salad dressing, soy sauce, and pepper.
Place the pork chops in a skillet over medium heat, and cover with the dressing mixture. Cover skillet, and cook pork chops 25 minutes, turning occasionally. Remove cover, reduce heat to low, and continue cooking to desired doneness.
"
"['4 slices bacon, diced ', '1/2 cup chopped onion ', '1 teaspoon minced garlic ', '1/4 teaspoon crushed red pepper flakes ', '2 (14.5 ounce) cans stewed tomatoes ', '1 pound linguine pasta, uncooked ', '1 tablespoon chopped fresh basil ', '2 tablespoons grated Parmesan cheese ', '']","Cook diced bacon in a large saucepan over medium high heat until crisp, about 5 minutes. Drain all but 2 tablespoons of drippings from the pan.
Add onions, and cook over medium heat about 3 minutes. Stir in garlic and red pepper flakes; cook 30 seconds. Add canned tomatoes, undrained; simmer 10 minutes, breaking up tomatoes.
Meanwhile, cook the pasta in a large pot of 4 quarts boiling salted water until al dente. Drain.
Stir basil into the sauce, and then toss with cooked pasta. Serve with grated Parmesan cheese.
"
"['1 pound beef top sirloin steak ', '1/4 cup soy sauce ', '2 tablespoons white sugar ', '2 tablespoons cornstarch ', '1/2 teaspoon ground ginger ', '3 tablespoons vegetable oil, divided ', '1 red onion, cut into 1-inch squares ', '1 green bell pepper, cut into 1-inch squares ', '2 tomatoes, cut into wedges ', '']","Slice the steak into 1/2-inch thick slices across the grain.
Whisk together soy sauce, sugar, cornstarch, and ginger in a bowl until the sugar has dissolved and the mixture is smooth. Place the steak slices into the marinade, and stir until well-coated.
Heat 1 tablespoon of vegetable oil in a wok or large skillet over medium-high heat, and place 1/3 of the steak strips into the hot oil. Cook and stir until the beef is well-browned, about 3 minutes, and remove the beef from the wok to a bowl. Repeat twice more, with the remaining beef, and set the cooked beef aside.
Return all the cooked beef to the hot wok, and stir in the onion. Toss the beef and onion together until the onion begins to soften, about 2 minutes, then stir in the green pepper. Cook and stir the mixture until the pepper has turned bright green and started to become tender, about 2 minutes, then add the tomatoes, stir everything together, and serve.
"
"['1 pound baby carrots ', '1/4 cup orange juice ', '3 tablespoons brown sugar ', '2 tablespoons butter ', '1 pinch salt ', '']","Place carrots in a shallow saucepan, and cover with water. Boil until tender. Drain, and return carrots to pan.
Pour orange juice over carrots, and mix well. Simmer over medium heat for about 5 minutes. Stir in brown sugar, butter, and salt. Heat until butter and sugar melt.
"
"['2 egg yolks ', '1 teaspoon vanilla extract ', '1 cup buttermilk ', '1/4 cup butter, melted ', '1 cup all-purpose flour ', '1 1/2 teaspoons baking powder ', '1/2 teaspoon baking soda ', '1/2 tablespoon white sugar ', '1/4 teaspoon salt ', '2 egg whites ', '1 pinch ground cinnamon ', '']","Preheat your waffle iron.
In a medium bowl, whisk together the eggs, vanilla, buttermilk and butter until well blended. Combine the flour, baking powder, baking soda, sugar, salt and cinnamon; stir into the buttermilk mixture. In a separate bowl, whip the egg whites with an electric mixer until stiff. Fold into the batter.
Spoon batter onto the hot waffle iron, close, and cook until golden brown. Waffles are usually done when the steam subsides.
"
"['1/2 cup Worcestershire sauce ', '1 cup Italian-style salad dressing ', '2 teaspoons garlic pepper seasoning ', '1 cup barbeque sauce ', '2 pounds beef sirloin tip steaks ', '']","In a medium bowl, mix the Worcestershire sauce, Italian-style salad dressing, garlic pepper seasoning, and barbeque sauce. Place the meat in the marinade, and turn to coat. Cover, and refrigerate for at least 1 hour.
Preheat grill for high heat.
Brush grill lightly with oil to prevent sticking. Place steaks on the grill, and discard marinade. Grill steaks 10 minutes on each side, or to desired doneness.
"
"['1 1/2 pounds salmon fillet ', 'salt and pepper to taste ', '3 cloves garlic, minced ', '1 sprig fresh dill, chopped ', '5 slices lemon ', '5 sprigs fresh dill weed ', '2 green onions, chopped ', '']","Preheat oven to 450 degrees F (230 degrees ). Spray two large pieces of aluminum foil with cooking spray.
Place salmon fillet on top of one piece of foil. Sprinkle salmon with salt, pepper, garlic and chopped dill. Arrange lemon slices on top of fillet and place a sprig of dill on top of each lemon slice. Sprinkle fillet with chopped scallions.
Cover salmon with second piece of foil and pinch together foil to tightly seal. Place on a baking sheet or in a large baking dish.
Bake in preheated oven for 20 to 25 minutes, until salmon flakes easily.
"
"['2 tablespoons olive oil ', '1 onion, chopped ', '2 cloves garlic, minced ', '16 ounces frozen green peas ', '1 tablespoon chicken stock ', 'salt and pepper to taste ', '']","Heat olive oil in a skillet over medium heat. Stir in onion and garlic; cook about 5 minutes. Add frozen peas, and stir in stock. Season with salt and pepper. Cover, and cook until the peas are tender, about 10 minutes.
"
"['1 cup milk ', '1 egg ', '2 tablespoons margarine ', '1/3 cup white sugar ', '3/4 teaspoon salt ', '3 cups bread flour ', '2 1/2 teaspoons active dry yeast ', '']","Add ingredients in order suggested by your manufacturer.
Select ""sweet bread"" setting.
"
"['3 tablespoons olive oil ', '3 cloves garlic, pressed ', '2 teaspoons chili powder ', '1 teaspoon garlic powder ', 'salt and ground black pepper to taste ', '10 chicken wings ', '']","Preheat the oven to 375 degrees F (190 degrees ).
Combine the olive oil, garlic, chili powder, garlic powder, salt, and pepper in a large, resealable bag; seal and shake to combine. Add the chicken wings; reseal and shake to coat. Arrange the chicken wings on a baking sheet.
Cook the wings in the preheated oven 1 hour, or until crisp and cooked through.
"
